gatherer,date,fruit,amount
Paul,02-10-2020,tomatoes,0.08
Jason,02-10-2020,apples,0.22
Jason,02-10-2020,oranges,0.06
Jason,02-10-2020,strawberries,0.03
Jason,02-10-2020,plums,0.11
Jason,02-10-2020,pears,0.42
Jason,02-10-2020,tomatoes,0.1
Peter,02-10-2020,apples,0.34
Peter,02-10-2020,oranges,0.03
Peter,02-10-2020,strawberries,0
Peter,02-10-2020,plums,0.16
Peter,02-10-2020,pears,0.36
Peter,02-10-2020,tomatoes,0.16
John,03-10-2020,apples,0.84
John,03-10-2020,oranges,0.04
John,03-10-2020,strawberries,0
John,03-10-2020,plums,0.13
John,03-10-2020,pears,0.29
John,03-10-2020,tomatoes,0.09
Nick,03-10-2020,apples,0.41
Nick,03-10-2020,oranges,0.07
Nick,03-10-2020,strawberries,0.02
Nick,03-10-2020,plums,0.15
Nick,03-10-2020,pears,0.37
Nick,03-10-2020,tomatoes,0.16
Rick,03-10-2020,apples,0.5
Rick,03-10-2020,oranges,0.05
Rick,03-10-2020,strawberries,0.01
Rick,03-10-2020,plums,0.09
Rick,03-10-2020,pears,0.32
Rick,03-10-2020,tomatoes,0.04
Dick,03-10-2020,apples,0.31
Dick,03-10-2020,oranges,0.05
Dick,03-10-2020,strawberries,0.04
Dick,03-10-2020,plums,0.11
Dick,03-10-2020,pears,0.29
Dick,03-10-2020,tomatoes,0.18
Jake,03-10-2020,apples,0.24
Jake,03-10-2020,oranges,0.04
Jake,03-10-2020,strawberries,0.01
Jake,03-10-2020,plums,0.2
Jake,03-10-2020,pears,0.69
Jake,03-10-2020,tomatoes,0.12
Paul,03-10-2020,apples,0.67
Paul,03-10-2020,oranges,0.06
Paul,03-10-2020,strawberries,0.01
Paul,03-10-2020,plums,0.15
Paul,03-10-2020,pears,0.2
Paul,03-10-2020,tomatoes,0.08
Jason,03-10-2020,apples,0.27
Jason,03-10-2020,oranges,0.05
Jason,03-10-2020,strawberries,0.04
Jason,03-10-2020,plums,0.13
Jason,03-10-2020,pears,0.29
Jason,03-10-2020,tomatoes,0.03
Peter,03-10-2020,apples,0.61
Peter,03-10-2020,oranges,0.07
Peter,03-10-2020,strawberries,0.04
Peter,03-10-2020,plums,0.09
Peter,03-10-2020,pears,0.29
Peter,03-10-2020,tomatoes,0.08
John,04-10-2020,apples,0.66
John,04-10-2020,oranges,0.04
John,04-10-2020,strawberries,0
John,04-10-2020,plums,0.06
John,04-10-2020,pears,0.31
John,04-10-2020,tomatoes,0.07
Nick,04-10-2020,apples,0.51
Nick,04-10-2020,oranges,0.04
Nick,04-10-2020,strawberries,0.02
Nick,04-10-2020,plums,0.12
Nick,04-10-2020,pears,0.24
Nick,04-10-2020,tomatoes,0.06
Rick,04-10-2020,apples,0.26
Rick,04-10-2020,oranges,0.02
Rick,04-10-2020,strawberries,0.02
Rick,04-10-2020,plums,0.17
Rick,04-10-2020,pears,0.35
Rick,04-10-2020,tomatoes,0.11
Dick,04-10-2020,apples,0.32
Dick,04-10-2020,oranges,0.07
Dick,04-10-2020,strawberries,0.03
Dick,04-10-2020,plums,0.14
Dick,04-10-2020,pears,0.44
Dick,04-10-2020,tomatoes,0.03
Jake,04-10-2020,apples,0.47
Jake,04-10-2020,oranges,0.05
Jake,04-10-2020,strawberries,0.02
Jake,04-10-2020,plums,0.13
Jake,04-10-2020,pears,0.16
Jake,04-10-2020,tomatoes,0.06
Paul,04-10-2020,apples,0.5
Paul,04-10-2020,oranges,0.07
Paul,04-10-2020,strawberries,0.02
Paul,04-10-2020,plums,0.14
Paul,04-10-2020,pears,0.11
Paul,04-10-2020,tomatoes,0.13
Jason,04-10-2020,apples,0.29
Jason,04-10-2020,oranges,0.05
Jason,04-10-2020,strawberries,0.02
Jason,04-10-2020,plums,0.09
Jason,04-10-2020,pears,0.21
Jason,04-10-2020,tomatoes,0.02
Peter,04-10-2020,apples,0.29
Peter,04-10-2020,oranges,0.04
Peter,04-10-2020,strawberries,0.02
Peter,04-10-2020,plums,0.11
Peter,04-10-2020,pears,0.16
Peter,04-10-2020,tomatoes,0.02
John,05-10-2020,apples,0.48
John,05-10-2020,oranges,0.03
John,05-10-2020,strawberries,0.01
John,05-10-2020,plums,0.15
John,05-10-2020,pears,0.33
John,05-10-2020,tomatoes,0.09
Nick,05-10-2020,apples,0.2
Nick,05-10-2020,oranges,0.07
Nick,05-10-2020,strawberries,0
Nick,05-10-2020,plums,0.15
Nick,05-10-2020,pears,0.41
Nick,05-10-2020,tomatoes,0.11
Rick,05-10-2020,apples,0.35
Rick,05-10-2020,oranges,0.05
Rick,05-10-2020,strawberries,0.01
Rick,05-10-2020,plums,0.1
Rick,05-10-2020,pears,0.18
Rick,05-10-2020,tomatoes,0.17
Dick,05-10-2020,apples,0.06
Dick,05-10-2020,oranges,0.04
Dick,05-10-2020,strawberries,0.01
Dick,05-10-2020,plums,0.05
Dick,05-10-2020,pears,0
Dick,05-10-2020,tomatoes,0.11
Jake,05-10-2020,apples,0.54
Jake,05-10-2020,oranges,0.05
Jake,05-10-2020,strawberries,0.02
Jake,05-10-2020,plums,0.15
Jake,05-10-2020,pears,0.37
Jake,05-10-2020,tomatoes,0.08
Paul,05-10-2020,apples,0.16
Paul,05-10-2020,oranges,0.05
Paul,05-10-2020,strawberries,0.02
Paul,05-10-2020,plums,0.11
Paul,05-10-2020,pears,0.31
Paul,05-10-2020,tomatoes,0.06
Jason,05-10-2020,apples,0.6
Jason,05-10-2020,oranges,0.05
Jason,05-10-2020,strawberries,0.03
Jason,05-10-2020,plums,0.09
Jason,05-10-2020,pears,0.4
Jason,05-10-2020,tomatoes,0.07
Peter,05-10-2020,apples,0.37
Peter,05-10-2020,oranges,0.06
Peter,05-10-2020,strawberries,0.03
Peter,05-10-2020,plums,0.2
Peter,05-10-2020,pears,0.27
Peter,05-10-2020,tomatoes,0.11
John,06-10-2020,apples,0.17
John,06-10-2020,oranges,0.04
John,06-10-2020,strawberries,0.02
John,06-10-2020,plums,0.14
John,06-10-2020,pears,0.07
John,06-10-2020,tomatoes,0.1
Nick,06-10-2020,apples,0.39
Nick,06-10-2020,oranges,0.05
Nick,06-10-2020,strawberries,0.03
Nick,06-10-2020,plums,0.12
Nick,06-10-2020,pears,0.58
Nick,06-10-2020,tomatoes,0.11
Rick,06-10-2020,apples,0.42
Rick,06-10-2020,oranges,0.05
Rick,06-10-2020,strawberries,0
Rick,06-10-2020,plums,0.1
Rick,06-10-2020,pears,0.18
Rick,06-10-2020,tomatoes,0.07
Dick,06-10-2020,apples,0.21
Dick,06-10-2020,oranges,0.06
Dick,06-10-2020,strawberries,0.02
Dick,06-10-2020,plums,0.14
Dick,06-10-2020,pears,0.19
Dick,06-10-2020,tomatoes,0.07
Jake,06-10-2020,apples,0.69
Jake,06-10-2020,oranges,0.05
Jake,06-10-2020,strawberries,0.01
Jake,06-10-2020,plums,0.14
Jake,06-10-2020,pears,0.35
Jake,06-10-2020,tomatoes,0.13
Paul,06-10-2020,apples,0.35
Paul,06-10-2020,oranges,0.04
Paul,06-10-2020,strawberries,0.02
Paul,06-10-2020,plums,0.12
Paul,06-10-2020,pears,0.34
Paul,06-10-2020,tomatoes,0.05
Jason,06-10-2020,apples,0.41
Jason,06-10-2020,oranges,0.05
Jason,06-10-2020,strawberries,0.03
Jason,06-10-2020,plums,0.11
Jason,06-10-2020,pears,0.35
Jason,06-10-2020,tomatoes,0.15
Peter,06-10-2020,apples,0.21
Peter,06-10-2020,oranges,0.02
Peter,06-10-2020,strawberries,0.02
Peter,06-10-2020,plums,0.07
Peter,06-10-2020,pears,0.22
Peter,06-10-2020,tomatoes,0.16
John,07-10-2020,apples,0.47
John,07-10-2020,oranges,0.02
John,07-10-2020,strawberries,0.01
John,07-10-2020,plums,0.11
John,07-10-2020,pears,0.1
John,07-10-2020,tomatoes,0.08
Nick,07-10-2020,apples,0.47
Nick,07-10-2020,oranges,0.03
Nick,07-10-2020,strawberries,0.03
Nick,07-10-2020,plums,0.13
Nick,07-10-2020,pears,0.14
Nick,07-10-2020,tomatoes,0
Rick,07-10-2020,apples,0.28
Rick,07-10-2020,oranges,0.06
Rick,07-10-2020,strawberries,0
Rick,07-10-2020,plums,0.13
Rick,07-10-2020,pears,0.34
Rick,07-10-2020,tomatoes,0.12
Dick,07-10-2020,apples,0.13
Dick,07-10-2020,oranges,0.05
Dick,07-10-2020,strawberries,0.03
Dick,07-10-2020,plums,0.14
Dick,07-10-2020,pears,0.22
Dick,07-10-2020,tomatoes,0.13
Jake,07-10-2020,apples,0.5
Jake,07-10-2020,oranges,0.04
Jake,07-10-2020,strawberries,0.01
Jake,07-10-2020,plums,0.16
Jake,07-10-2020,pears,0.34
Jake,07-10-2020,tomatoes,0.03
Paul,07-10-2020,apples,0.37
Paul,07-10-2020,oranges,0.02
Paul,07-10-2020,strawberries,0.03
Paul,07-10-2020,plums,0.15
Paul,07-10-2020,pears,0.32
Paul,07-10-2020,tomatoes,0.17
Jason,07-10-2020,apples,0.51
Jason,07-10-2020,oranges,0.05
Jason,07-10-2020,strawberries,0.02
Jason,07-10-2020,plums,0.2
Jason,07-10-2020,pears,0.34
Jason,07-10-2020,tomatoes,0.03
Peter,07-10-2020,apples,0.81
Peter,07-10-2020,oranges,0.05
Peter,07-10-2020,strawberries,0.05
Peter,07-10-2020,plums,0.17
Peter,07-10-2020,pears,0.34
Peter,07-10-2020,tomatoes,0.1
John,08-10-2020,apples,0.54
John,08-10-2020,oranges,0.07
John,08-10-2020,strawberries,0.01
John,08-10-2020,plums,0.14
John,08-10-2020,pears,0.2
John,08-10-2020,tomatoes,0.04
Nick,08-10-2020,apples,0.82
Nick,08-10-2020,oranges,0.03
Nick,08-10-2020,strawberries,0.04
Nick,08-10-2020,plums,0.15
Nick,08-10-2020,pears,0.3
Nick,08-10-2020,tomatoes,0.05
Rick,08-10-2020,apples,0.32
Rick,08-10-2020,oranges,0.04
Rick,08-10-2020,strawberries,0.03
Rick,08-10-2020,plums,0.17
Rick,08-10-2020,pears,0.43
Rick,08-10-2020,tomatoes,0.19
Dick,08-10-2020,apples,0.9
Dick,08-10-2020,oranges,0.04
Dick,08-10-2020,strawberries,0.04
Dick,08-10-2020,plums,0.08
Dick,08-10-2020,pears,0.42
Dick,08-10-2020,tomatoes,0.12
Jake,08-10-2020,apples,0.67
Jake,08-10-2020,oranges,0.04
Jake,08-10-2020,strawberries,0.03
Jake,08-10-2020,plums,0.12
Jake,08-10-2020,pears,0.09
Jake,08-10-2020,tomatoes,0.1
Paul,08-10-2020,apples,0.42
Paul,08-10-2020,oranges,0.04
Paul,08-10-2020,strawberries,0.02
Paul,08-10-2020,plums,0.08
Paul,08-10-2020,pears,0.24
Paul,08-10-2020,tomatoes,0.07
Jason,08-10-2020,apples,0.36
Jason,08-10-2020,oranges,0.05
Jason,08-10-2020,strawberries,0
Jason,08-10-2020,plums,0.06
Jason,08-10-2020,pears,0.24
Jason,08-10-2020,tomatoes,0.12
Peter,08-10-2020,apples,0.33
Peter,08-10-2020,oranges,0.03
Peter,08-10-2020,strawberries,0.02
Peter,08-10-2020,plums,0.06
Peter,08-10-2020,pears,0.43
Peter,08-10-2020,tomatoes,0.02
John,09-10-2020,apples,0.34
John,09-10-2020,oranges,0.03
John,09-10-2020,strawberries,0.03
John,09-10-2020,plums,0.17
John,09-10-2020,pears,0.22
John,09-10-2020,tomatoes,0.01
Nick,09-10-2020,apples,0.59
Nick,09-10-2020,oranges,0.06
Nick,09-10-2020,strawberries,0
Nick,09-10-2020,plums,0.16
Nick,09-10-2020,pears,0.18
Nick,09-10-2020,tomatoes,0.02
Rick,09-10-2020,apples,0.3
Rick,09-10-2020,oranges,0.03
Rick,09-10-2020,strawberries,0.02
Rick,09-10-2020,plums,0.19
Rick,09-10-2020,pears,0.21
Rick,09-10-2020,tomatoes,0.05
Dick,09-10-2020,apples,0.3
Dick,09-10-2020,oranges,0.07
Dick,09-10-2020,strawberries,0
Dick,09-10-2020,plums,0.2
Dick,09-10-2020,pears,0.27
Dick,09-10-2020,tomatoes,0.09
Jake,09-10-2020,apples,0.62
Jake,09-10-2020,oranges,0.05
Jake,09-10-2020,strawberries,0.01
Jake,09-10-2020,plums,0.13
Jake,09-10-2020,pears,0.45
Jake,09-10-2020,tomatoes,0.09
Paul,09-10-2020,apples,0.08
Paul,09-10-2020,oranges,0.02
Paul,09-10-2020,strawberries,0
Paul,09-10-2020,plums,0.12
Paul,09-10-2020,pears,0.13
Paul,09-10-2020,tomatoes,0.08
Jason,09-10-2020,apples,0.57
Jason,09-10-2020,oranges,0.03
Jason,09-10-2020,strawberries,0.01
Jason,09-10-2020,plums,0.13
Jason,09-10-2020,pears,0.38
Jason,09-10-2020,tomatoes,0.1
Peter,09-10-2020,apples,0.64
Peter,09-10-2020,oranges,0.03
Peter,09-10-2020,strawberries,0.02
Peter,09-10-2020,plums,0.02
Peter,09-10-2020,pears,0.19
Peter,09-10-2020,tomatoes,0.1
John,10-10-2020,apples,0.21
John,10-10-2020,oranges,0.04
John,10-10-2020,strawberries,0.02
John,10-10-2020,plums,0.18
John,10-10-2020,pears,0.07
John,10-10-2020,tomatoes,0.09
Nick,10-10-2020,apples,0.26
Nick,10-10-2020,oranges,0.04
Nick,10-10-2020,strawberries,0.05
Nick,10-10-2020,plums,0.14
Nick,10-10-2020,pears,0.38
Nick,10-10-2020,tomatoes,0.14
Rick,10-10-2020,apples,0.45
Rick,10-10-2020,oranges,0.04
Rick,10-10-2020,strawberries,0.02
Rick,10-10-2020,plums,0.04
Rick,10-10-2020,pears,0.02
Rick,10-10-2020,tomatoes,0.12
Dick,10-10-2020,apples,0.79
Dick,10-10-2020,oranges,0.04
Dick,10-10-2020,strawberries,0.01
Dick,10-10-2020,plums,0.15
Dick,10-10-2020,pears,0.25
Dick,10-10-2020,tomatoes,0.06
Jake,10-10-2020,apples,0.46
Jake,10-10-2020,oranges,0.08
Jake,10-10-2020,strawberries,0.03
Jake,10-10-2020,plums,0.08
Jake,10-10-2020,pears,0.06
Jake,10-10-2020,tomatoes,0.04
Paul,10-10-2020,apples,0.6
Paul,10-10-2020,oranges,0.07
Paul,10-10-2020,strawberries,0.01
Paul,10-10-2020,plums,0.14
Paul,10-10-2020,pears,0.32
Paul,10-10-2020,tomatoes,0.02
Jason,10-10-2020,apples,0.58
Jason,10-10-2020,oranges,0.04
Jason,10-10-2020,strawberries,0.01
Jason,10-10-2020,plums,0
Jason,10-10-2020,pears,0.11
Jason,10-10-2020,tomatoes,0.14
Peter,10-10-2020,apples,0.49
Peter,10-10-2020,oranges,0.04
Peter,10-10-2020,strawberries,0.03
Peter,10-10-2020,plums,0.09
Peter,10-10-2020,pears,0.21
Peter,10-10-2020,tomatoes,0.07
John,11-10-2020,apples,0.62
John,11-10-2020,oranges,0.06
John,11-10-2020,strawberries,0.01
John,11-10-2020,plums,0.22
John,11-10-2020,pears,0.34
John,11-10-2020,tomatoes,0.09
Nick,11-10-2020,apples,0.51
Nick,11-10-2020,oranges,0.05
Nick,11-10-2020,strawberries,0.04
Nick,11-10-2020,plums,0.2
Nick,11-10-2020,pears,0.5
Nick,11-10-2020,tomatoes,0.17
Rick,11-10-2020,apples,0.63
Rick,11-10-2020,oranges,0.03
Rick,11-10-2020,strawberries,0.01
Rick,11-10-2020,plums,0.15
Rick,11-10-2020,pears,0.08
Rick,11-10-2020,tomatoes,0.15
Dick,11-10-2020,apples,0.69
Dick,11-10-2020,oranges,0.05
Dick,11-10-2020,strawberries,0.04
Dick,11-10-2020,plums,0.19
Dick,11-10-2020,pears,0.14
Dick,11-10-2020,tomatoes,0.16
Jake,11-10-2020,apples,0.78
Jake,11-10-2020,oranges,0.02
Jake,11-10-2020,strawberries,0.02
Jake,11-10-2020,plums,0.1
Jake,11-10-2020,pears,0.21
Jake,11-10-2020,tomatoes,0.06
Paul,11-10-2020,apples,0.77
Paul,11-10-2020,oranges,0.04
Paul,11-10-2020,strawberries,0.03
Paul,11-10-2020,plums,0.08
Paul,11-10-2020,pears,0.04
Paul,11-10-2020,tomatoes,0.14
Jason,11-10-2020,apples,0.62
Jason,11-10-2020,oranges,0.07
Jason,11-10-2020,strawberries,0.01
Jason,11-10-2020,plums,0.17
Jason,11-10-2020,pears,0.34
Jason,11-10-2020,tomatoes,0.1
Peter,11-10-2020,apples,0.28
Peter,11-10-2020,oranges,0.05
Peter,11-10-2020,strawberries,0.01
Peter,11-10-2020,plums,0.13
Peter,11-10-2020,pears,0.18
Peter,11-10-2020,tomatoes,0.16
John,12-10-2020,apples,0.53
John,12-10-2020,oranges,0.04
John,12-10-2020,strawberries,0.01
John,12-10-2020,plums,0.16
John,12-10-2020,pears,0.11
John,12-10-2020,tomatoes,0.09
Nick,12-10-2020,apples,0.74
Nick,12-10-2020,oranges,0.07
Nick,12-10-2020,strawberries,0.02
Nick,12-10-2020,plums,0.15
Nick,12-10-2020,pears,0.21
Nick,12-10-2020,tomatoes,0.13
Rick,12-10-2020,apples,0.45
Rick,12-10-2020,oranges,0.04
Rick,12-10-2020,strawberries,0
Rick,12-10-2020,plums,0.07
Rick,12-10-2020,pears,0.43
Rick,12-10-2020,tomatoes,0.07
Dick,12-10-2020,apples,0.69
Dick,12-10-2020,oranges,0.06
Dick,12-10-2020,strawberries,0.03
Dick,12-10-2020,plums,0.1
Dick,12-10-2020,pears,0.19
Dick,12-10-2020,tomatoes,0.04
Jake,12-10-2020,apples,0.49
Jake,12-10-2020,oranges,0.05
Jake,12-10-2020,strawberries,0.02
Jake,12-10-2020,plums,0.14
Jake,12-10-2020,pears,0.41
Jake,12-10-2020,tomatoes,0.08
Paul,12-10-2020,apples,0.02
Paul,12-10-2020,oranges,0.03
Paul,12-10-2020,strawberries,0.02
Paul,12-10-2020,plums,0.12
Paul,12-10-2020,pears,0.13
Paul,12-10-2020,tomatoes,0.14
Jason,12-10-2020,apples,0.42
Jason,12-10-2020,oranges,0.05
Jason,12-10-2020,strawberries,0.02
Jason,12-10-2020,plums,0.17
Jason,12-10-2020,pears,0.25
Jason,12-10-2020,tomatoes,0.12
Peter,12-10-2020,apples,0.23
Peter,12-10-2020,oranges,0.03
Peter,12-10-2020,strawberries,0.01
Peter,12-10-2020,plums,0.18
Peter,12-10-2020,pears,0.16
Peter,12-10-2020,tomatoes,0.07
John,13-10-2020,apples,0.27
John,13-10-2020,oranges,0.03
John,13-10-2020,strawberries,0.01
John,13-10-2020,plums,0.19
John,13-10-2020,pears,0.34
John,13-10-2020,tomatoes,0.14
Nick,13-10-2020,apples,0.51
Nick,13-10-2020,oranges,0.05
Nick,13-10-2020,strawberries,0.01
Nick,13-10-2020,plums,0.15
Nick,13-10-2020,pears,0.15
Nick,13-10-2020,tomatoes,0.21
Rick,13-10-2020,apples,0.51
Rick,13-10-2020,oranges,0.05
Rick,13-10-2020,strawberries,0.01
Rick,13-10-2020,plums,0.16
Rick,13-10-2020,pears,0.28
Rick,13-10-2020,tomatoes,0.21
Dick,13-10-2020,apples,0.23
Dick,13-10-2020,oranges,0.04
Dick,13-10-2020,strawberries,0.01
Dick,13-10-2020,plums,0.09
Dick,13-10-2020,pears,0.25
Dick,13-10-2020,tomatoes,0.11
Jake,13-10-2020,apples,0.7
Jake,13-10-2020,oranges,0.06
Jake,13-10-2020,strawberries,0.01
Jake,13-10-2020,plums,0.09
Jake,13-10-2020,pears,0.3
Jake,13-10-2020,tomatoes,0.17
Paul,13-10-2020,apples,0.56
Paul,13-10-2020,oranges,0.01
Paul,13-10-2020,strawberries,0.01
Paul,13-10-2020,plums,0.1
Paul,13-10-2020,pears,0.35
Paul,13-10-2020,tomatoes,0.07
Jason,13-10-2020,apples,0.55
Jason,13-10-2020,oranges,0.03
Jason,13-10-2020,strawberries,0
Jason,13-10-2020,plums,0.13
Jason,13-10-2020,pears,0.41
Jason,13-10-2020,tomatoes,0.06
Peter,13-10-2020,apples,0.54
Peter,13-10-2020,oranges,0.02
Peter,13-10-2020,strawberries,0.02
Peter,13-10-2020,plums,0.26
Peter,13-10-2020,pears,0.56
Peter,13-10-2020,tomatoes,0.12
John,14-10-2020,apples,0.45
John,14-10-2020,oranges,0.04
John,14-10-2020,strawberries,0.02
John,14-10-2020,plums,0.16
John,14-10-2020,pears,0.35
John,14-10-2020,tomatoes,0.01
Nick,14-10-2020,apples,0.56
Nick,14-10-2020,oranges,0.04
Nick,14-10-2020,strawberries,0.01
Nick,14-10-2020,plums,0.2
Nick,14-10-2020,pears,0.03
Nick,14-10-2020,tomatoes,0.06
Rick,14-10-2020,apples,0.21
Rick,14-10-2020,oranges,0.03
Rick,14-10-2020,strawberries,0.01
Rick,14-10-2020,plums,0.18
Rick,14-10-2020,pears,0.37
Rick,14-10-2020,tomatoes,0.12
Dick,14-10-2020,apples,0.37
Dick,14-10-2020,oranges,0.05
Dick,14-10-2020,strawberries,0.03
Dick,14-10-2020,plums,0.1
Dick,14-10-2020,pears,0.19
Dick,14-10-2020,tomatoes,0.14
Jake,14-10-2020,apples,0.27
Jake,14-10-2020,oranges,0.06
Jake,14-10-2020,strawberries,0.01
Jake,14-10-2020,plums,0.16
Jake,14-10-2020,pears,0.02
Jake,14-10-2020,tomatoes,0.05
Paul,14-10-2020,apples,0.57
Paul,14-10-2020,oranges,0.03
Paul,14-10-2020,strawberries,0.01
Paul,14-10-2020,plums,0.24
Paul,14-10-2020,pears,0.45
Paul,14-10-2020,tomatoes,0.03
Jason,14-10-2020,apples,0.46
Jason,14-10-2020,oranges,0.03
Jason,14-10-2020,strawberries,0.03
Jason,14-10-2020,plums,0.17
Jason,14-10-2020,pears,0.18
Jason,14-10-2020,tomatoes,0.11
Peter,14-10-2020,apples,0.44
Peter,14-10-2020,oranges,0.03
Peter,14-10-2020,strawberries,0
Peter,14-10-2020,plums,0.15
Peter,14-10-2020,pears,0.21
Peter,14-10-2020,tomatoes,0
John,15-10-2020,apples,0.41
John,15-10-2020,oranges,0.02
John,15-10-2020,strawberries,0.03
John,15-10-2020,plums,0.14
John,15-10-2020,pears,0.26
John,15-10-2020,tomatoes,0.05
Nick,15-10-2020,apples,0.25
Nick,15-10-2020,oranges,0.03
Nick,15-10-2020,strawberries,0
Nick,15-10-2020,plums,0.15
Nick,15-10-2020,pears,0.36
Nick,15-10-2020,tomatoes,0.1
Rick,15-10-2020,apples,0.79
Rick,15-10-2020,oranges,0.03
Rick,15-10-2020,strawberries,0.01
Rick,15-10-2020,plums,0.12
Rick,15-10-2020,pears,0.11
Rick,15-10-2020,tomatoes,0.1
Dick,15-10-2020,apples,0.09
Dick,15-10-2020,oranges,0.05
Dick,15-10-2020,strawberries,0.02
Dick,15-10-2020,plums,0.15
Dick,15-10-2020,pears,0.49
Dick,15-10-2020,tomatoes,0.06
Jake,15-10-2020,apples,0.28
Jake,15-10-2020,oranges,0.06
Jake,15-10-2020,strawberries,0.02
Jake,15-10-2020,plums,0.13
Jake,15-10-2020,pears,0.25
Jake,15-10-2020,tomatoes,0.05
Paul,15-10-2020,apples,0.72
Paul,15-10-2020,oranges,0.03
Paul,15-10-2020,strawberries,0.01
Paul,15-10-2020,plums,0.15
Paul,15-10-2020,pears,0.25
Paul,15-10-2020,tomatoes,0.01
Jason,15-10-2020,apples,0.56
Jason,15-10-2020,oranges,0.03
Jason,15-10-2020,strawberries,0.01
Jason,15-10-2020,plums,0.15
Jason,15-10-2020,pears,0.2
Jason,15-10-2020,tomatoes,0.17
Peter,15-10-2020,apples,0.01
Peter,15-10-2020,oranges,0.03
Peter,15-10-2020,strawberries,0.01
Peter,15-10-2020,plums,0.18
Peter,15-10-2020,pears,0.35
Peter,15-10-2020,tomatoes,0.13
John,16-10-2020,apples,0.41
John,16-10-2020,oranges,0.02
John,16-10-2020,strawberries,0.04
John,16-10-2020,plums,0.15
John,16-10-2020,pears,0.08
John,16-10-2020,tomatoes,0.18
Nick,16-10-2020,apples,0.15
Nick,16-10-2020,oranges,0.02
Nick,16-10-2020,strawberries,0.01
Nick,16-10-2020,plums,0.07
Nick,16-10-2020,pears,0.32
Nick,16-10-2020,tomatoes,0.01
Rick,16-10-2020,apples,0.11
Rick,16-10-2020,oranges,0.06
Rick,16-10-2020,strawberries,0.01
Rick,16-10-2020,plums,0.18
Rick,16-10-2020,pears,0.19
Rick,16-10-2020,tomatoes,0.1
Dick,16-10-2020,apples,0.35
Dick,16-10-2020,oranges,0.04
Dick,16-10-2020,strawberries,0.01
Dick,16-10-2020,plums,0.11
Dick,16-10-2020,pears,0.16
Dick,16-10-2020,tomatoes,0.05
Jake,16-10-2020,apples,0.3
Jake,16-10-2020,oranges,0.03
Jake,16-10-2020,strawberries,0.02
Jake,16-10-2020,plums,0.09
Jake,16-10-2020,pears,0.05
Jake,16-10-2020,tomatoes,0.06
Paul,16-10-2020,apples,0.38
Paul,16-10-2020,oranges,0.03
Paul,16-10-2020,strawberries,0.02
Paul,16-10-2020,plums,0.08
Paul,16-10-2020,pears,0.18
Paul,16-10-2020,tomatoes,0.18
Jason,16-10-2020,apples,0.8
Jason,16-10-2020,oranges,0.04
Jason,16-10-2020,strawberries,0.02
Jason,16-10-2020,plums,0.22
Jason,16-10-2020,pears,0.28
Jason,16-10-2020,tomatoes,0.1
Peter,16-10-2020,apples,0.81
Peter,16-10-2020,oranges,0.05
Peter,16-10-2020,strawberries,0
Peter,16-10-2020,plums,0.16
Peter,16-10-2020,pears,0.28
Peter,16-10-2020,tomatoes,0.11
John,17-10-2020,apples,0.35
John,17-10-2020,oranges,0.04
John,17-10-2020,strawberries,0.01
John,17-10-2020,plums,0.17
John,17-10-2020,pears,0.44
John,17-10-2020,tomatoes,0.1
Nick,17-10-2020,apples,0.38
Nick,17-10-2020,oranges,0.05
Nick,17-10-2020,strawberries,0.01
Nick,17-10-2020,plums,0.22
Nick,17-10-2020,pears,0.38
Nick,17-10-2020,tomatoes,0.14
Rick,17-10-2020,apples,1.01
Rick,17-10-2020,oranges,0.03
Rick,17-10-2020,strawberries,0.03
Rick,17-10-2020,plums,0.18
Rick,17-10-2020,pears,0.2
Rick,17-10-2020,tomatoes,0.06
Dick,17-10-2020,apples,0.58
Dick,17-10-2020,oranges,0.04
Dick,17-10-2020,strawberries,0.01
Dick,17-10-2020,plums,0.27
Dick,17-10-2020,pears,0.21
Dick,17-10-2020,tomatoes,0.1
Jake,17-10-2020,apples,0.7
Jake,17-10-2020,oranges,0.06
Jake,17-10-2020,strawberries,0
Jake,17-10-2020,plums,0.2
Jake,17-10-2020,pears,0.22
Jake,17-10-2020,tomatoes,0.07
Paul,17-10-2020,apples,0.6
Paul,17-10-2020,oranges,0.05
Paul,17-10-2020,strawberries,0.01
Paul,17-10-2020,plums,0.16
Paul,17-10-2020,pears,0.14
Paul,17-10-2020,tomatoes,0.06
Jason,17-10-2020,apples,0.2
Jason,17-10-2020,oranges,0.04
Jason,17-10-2020,strawberries,0.02
Jason,17-10-2020,plums,0.14
Jason,17-10-2020,pears,0.31
Jason,17-10-2020,tomatoes,0.03
Peter,17-10-2020,apples,0.7
Peter,17-10-2020,oranges,0.02
Peter,17-10-2020,strawberries,0
Peter,17-10-2020,plums,0.14
Peter,17-10-2020,pears,0.44
Peter,17-10-2020,tomatoes,0.09
John,18-10-2020,apples,0.2
John,18-10-2020,oranges,0.03
John,18-10-2020,strawberries,0.02
John,18-10-2020,plums,0.07
John,18-10-2020,pears,0.39
John,18-10-2020,tomatoes,0.02
Nick,18-10-2020,apples,0.29
Nick,18-10-2020,oranges,0.02
Nick,18-10-2020,strawberries,0
Nick,18-10-2020,plums,0.07
Nick,18-10-2020,pears,0.25
Nick,18-10-2020,tomatoes,0.05
Rick,18-10-2020,apples,0.5
Rick,18-10-2020,oranges,0.01
Rick,18-10-2020,strawberries,0.01
